nzz;ta;blick;20min;baz;az;bund;luz;südost;weltwoche;woz;watson
143694099006529_1507562475953011;177194474660_10155191281749661;62562538918_10155256015048919;29396596956_10154285619716957;111236060676_10154481913305677;118231518201711_1499758460049003;178913512122277_1576575892356025;170815382956921_1856333471071762;149845148361826_1445342385478756;38916537049_10154052862882050;193485802047_10155081105092048;536723559736207_1437716392970248
143694099006529_1507457072630218;177194474660_10155191246684661;62562538918_10155255971073919;29396596956_10154285501861957;111236060676_10154481735360677;118231518201711_1499721026719413;178913512122277_1576130735733874;170815382956921_1855991207772655;149845148361826_1445242848822043;38916537049_10154050029572050;193485802047_10155072523682048;536723559736207_1437651769643377
143694099006529_1507450589297533;177194474660_10155190789634661;62562538918_10155255935943919;29396596956_10154283736396957;111236060676_10154481726260677;118231518201711_1499735856717930;178913512122277_1576035832410031;170815382956921_1855671914471251;149845148361826_1445244582155203;38916537049_10154035603952050;193485802047_10155072520312048;536723559736207_1437581972983690
143694099006529_1507394115969847;177194474660_10155191174954661;62562538918_10155255899953919;29396596956_10154284352181957;111236060676_10154481629580677;118231518201711_1499582690066580;178913512122277_1575501332463481;170815382956921_1855621237809652;149845148361826_1445219952157666;38916537049_10154022991222050;193485802047_10155072475652048;536723559736207_1437545972987290
143694099006529_1507321112643814;177194474660_10155190938384661;62562538918_10155255865123919;29396596956_10154284198271957;111236060676_10154481508765677;118231518201711_1499465630078286;178913512122277_1574877405859207;170815382956921_1855576981147411;149845148361826_1444898072189854;38916537049_10154022986957050;193485802047_10155072473697048;536723559736207_1437098099698744
143694099006529_1507262345983024;177194474660_10155190736239661;62562538918_10155255789253919;29396596956_10154283739021957;111236060676_10154481311165677;118231518201711_1499424043415778;178913512122277_1574792009201080;170815382956921_1855604797811296;149845148361826_1445106368835691;38916537049_10154022958397050;193485802047_10155070207977048;536723559736207_1436718929736661
143694099006529_1507219709320621;177194474660_10155191120124661;62562538918_10155255699043919;29396596956_10154283718406957;111236060676_10154481289395677;118231518201711_1499368886754627;178913512122277_1574791145867833;170815382956921_1855544974483945;149845148361826_1445081648838163;38916537049_10154022952712050;193485802047_10155068760752048;536723559736207_1436679706407250
143694099006529_1507114195997839;177194474660_10155190644624661;62562538918_10155255579823919;29396596956_10154283723731957;111236060676_10154480288795677;118231518201711_1499364420088407;178913512122277_1574209205926027;170815382956921_1855494824488960;149845148361826_1445094278836900;38916537049_10154027520942050;193485802047_10155068759237048;536723559736207_1436678723074015
143694099006529_1507096845999574;177194474660_10155190575869661;62562538918_10155255579713919;29396596956_10154283719861957;111236060676_10154479835860677;118231518201711_1498596500165199;178913512122277_1573797412633873;170815382956921_1855413011163808;149845148361826_1444869812192680;38916537049_10154000782852050;193485802047_10155057197277048;536723559736207_1436663526408868
143694099006529_1507023296006929;177194474660_10155190557924661;62562538918_10155255466018919;29396596956_10154283692706957;111236060676_10154479586465677;118231518201711_1498707240154125;178913512122277_1573670075979940;170815382956921_1855334964504946;149845148361826_1444866638859664;38916537049_10154000769102050;193485802047_10155057196097048;536723559736207_1436574416417779
143694099006529_1507012076008051;177194474660_10155190582839661;62562538918_10155255308543919;29396596956_10154283681231957;111236060676_10154479246100677;118231518201711_1498434973514685;178913512122277_1573569222656692;170815382956921_1855286191176490;149845148361826_1444864965526498;38916537049_10154000766187050;193485802047_10155056368197048;536723559736207_1436489916426229
143694099006529_1507003569342235;177194474660_10155190260994661;62562538918_10155255257703919;29396596956_10154283680546957;111236060676_10154479243100677;118231518201711_1498590460165803;178913512122277_1573515165995431;170815382956921_1855193607852415;149845148361826_1444863878859940;38916537049_10154000716692050;193485802047_10155056330617048;536723559736207_1436393536435867
143694099006529_1507002669342325;177194474660_10155190243024661;62562538918_10155255216228919;29396596956_10154283231866957;111236060676_10154479239190677;118231518201711_1498712573486925;178913512122277_1573412482672366;170815382956921_1855190684519374;149845148361826_1444780305534964;38916537049_10153993889002050;193485802047_10155056322902048;536723559736207_1436291639779390
143694099006529_1506972552678670;177194474660_10155190299709661;62562538918_10155255100353919;29396596956_10154283197926957;111236060676_10154479216420677;118231518201711_1498625406828975;178913512122277_1572779912735623;170815382956921_1854468274591615;149845148361826_1444455932234068;38916537049_10153986374727050;193485802047_10155044891012048;536723559736207_1435556999852854
143694099006529_1506944416014817;177194474660_10155190187609661;62562538918_10155255040283919;29396596956_10154283196156957;111236060676_10154478979780677;118231518201711_1498581553500027;178913512122277_1572663179413963;170815382956921_1854409177930858;149845148361826_1444454042234257;38916537049_10153986365062050;193485802047_10155044888712048;536723559736207_1436200939788460
143694099006529_1506941672681758;177194474660_10155190162794661;62562538918_10155254966233919;29396596956_10154283168051957;111236060676_10154478940210677;118231518201711_1498551280169721;178913512122277_1572428822770732;170815382956921_1854321254606317;149845148361826_1444446852234976;38916537049_10153986358447050;193485802047_10155044575817048;536723559736207_1435554486519772
143694099006529_1506937732682152;177194474660_10155190075549661;62562538918_10155254825933919;29396596956_10154283243856957;111236060676_10154477508115677;118231518201711_1498445616846954;178913512122277_1572391532774461;170815382956921_1854399417931834;149845148361826_1444434772236184;38916537049_10153986347222050;193485802047_10155044575072048;536723559736207_1435365663205321
143694099006529_1506936376015621;177194474660_10155189877259661;62562538918_10155254734733919;29396596956_10154283166161957;111236060676_10154477409685677;118231518201711_1498439130180936;178913512122277_1572213852792229;170815382956921_1854322714606171;149845148361826_1444420278904300;38916537049_10153986032017050;193485802047_10155041920382048;536723559736207_1435416086533612
143694099006529_1506928209349771;177194474660_10155189975239661;62562538918_10155254650008919;29396596956_10154283171201957;111236060676_10154477212195677;118231518201711_1498397480185101;178913512122277_1571695646177383;170815382956921_1854105781294531;149845148361826_1444415352238126;38916537049_10153969316017050;193485802047_10155041918467048;536723559736207_1435551956520025
143694099006529_1506901302685795;177194474660_10155189781804661;62562538918_10155254557118919;29396596956_10154283062966957;111236060676_10154476947205677;118231518201711_1498363390188510;178913512122277_1571357656211182;170815382956921_1854021461302963;149845148361826_1444260282253633;38916537049_10153969314427050;193485802047_10155041782677048;536723559736207_1435546389853915
143694099006529_1506867362689189;177194474660_10155189686614661;62562538918_10155254521068919;29396596956_10154281875936957;111236060676_10154475523735677;118231518201711_1497420606949455;178913512122277_1571164372897177;170815382956921_1853960884642354;149845148361826_1444198808926447;38916537049_10153969312062050;193485802047_10155041781687048;536723559736207_1435412539867300
143694099006529_1506862416023017;177194474660_10155187112204661;62562538918_10155254498118919;29396596956_10154280995061957;111236060676_10154474988860677;118231518201711_1497743450250504;178913512122277_1571117029568578;170815382956921_1853885091316600;149845148361826_1444135525599442;38916537049_10153969309257050;193485802047_10155035327027048;536723559736207_1435276826547538
143694099006529_1506861759356416;177194474660_10155187832094661;62562538918_10155253249538919;29396596956_10154281012476957;111236060676_10154474765725677;118231518201711_1497679613590221;178913512122277_1571057329574548;170815382956921_1853475424690900;149845148361826_1444109535602041;38916537049_10153969323787050;193485802047_10155035326047048;536723559736207_1435307909877763
143694099006529_1506711752704750;177194474660_10155187803199661;62562538918_10155253102703919;29396596956_10154280994141957;111236060676_10154474668240677;118231518201711_1497604873597695;178913512122277_1571021229578158;170815382956921_1853505998021176;149845148361826_1444085915604403;38916537049_10153967277192050;193485802047_10155020270507048;536723559736207_1435278553214032
143694099006529_1506621796047079;177194474660_10155187135204661;62562538918_10155253054158919;29396596956_10154281015566957;111236060676_10154474463870677;118231518201711_1497462313611951;178913512122277_1570453536301594;170815382956921_1853021214736321;149845148361826_1443990382280623;38916537049_10153950673342050;193485802047_10155019818077048;536723559736207_1435136956561525
143694099006529_1506392022736723;177194474660_10155187984029661;62562538918_10155252954808919;29396596956_10154280940821957;111236060676_10154474434200677;118231518201711_1497436860281163;178913512122277_1570271996319748;170815382956921_1852999038071872;149845148361826_1444046422275019;38916537049_10153950668462050;193485802047_10155019810572048;536723559736207_1435096483232239
143694099006529_1506373926071866;177194474660_10155186757959661;62562538918_10155252865298919;29396596956_10154280928786957;111236060676_10154474416965677;118231518201711_1497431766948339;178913512122277_1570211486325799;170815382956921_1853072281397881;149845148361826_1444036865609308;38916537049_10153950663902050;193485802047_10155018760212048;536723559736207_1434892523252635
143694099006529_1506191782756747;177194474660_10155187790889661;62562538918_10155252719243919;29396596956_10154280870186957;111236060676_10154473105970677;118231518201711_1497354620289387;178913512122277_1570073243006290;170815382956921_1852972334741209;149845148361826_1443991142280547;38916537049_10153952226707050;193485802047_10155018759322048;536723559736207_1434751419933412
143694099006529_1506022892773636;177194474660_10155186747144661;62562538918_10155252623433919;29396596956_10154280826351957;111236060676_10154472742315677;118231518201711_1497276020297247;178913512122277_1569991636347784;170815382956921_1852909214747521;149845148361826_1443929465620048;38916537049_10153950653102050;193485802047_10155009595797048;536723559736207_1434747723267115
143694099006529_1505976762778249;177194474660_10155187098229661;62562538918_10155252543963919;29396596956_10154274406241957;111236060676_10154472461420677;118231518201711_1496936776997838;178913512122277_1569331676413780;170815382956921_1854447717927004;149845148361826_1443903508955977;38916537049_10153950393752050;193485802047_10155009592437048;536723559736207_1434745616600659
143694099006529_1505929326116326;177194474660_10155186742349661;62562538918_10155252456038919;29396596956_10154279388611957;111236060676_10154472305100677;118231518201711_1496693107022205;178913512122277_1569236863089928;170815382956921_1852851514753291;149845148361826_1443898538956474;38916537049_10153933988372050;193485802047_10155000207477048;536723559736207_1434635863278301
143694099006529_1505924536116805;177194474660_10155187263834661;62562538918_10155252380783919;29396596956_10154274276726957;111236060676_10154472226570677;118231518201711_1496682397023276;178913512122277_1569092116437736;170815382956921_1852263031478806;149845148361826_1443895242290137;38916537049_10153941094972050;193485802047_10155000206297048;536723559736207_1434616916613529
143694099006529_1505909872784938;177194474660_10155186930519661;62562538918_10155252313048919;29396596956_10154274375941957;111236060676_10154472045050677;118231518201711_1496676997023816;178913512122277_1569028413110773;170815382956921_1852222618149514;149845148361826_1443122382367423;38916537049_10153940242792050;193485802047_10154997187837048;536723559736207_1431765933565294
143694099006529_1505868256122433;177194474660_10155187386534661;62562538918_10155252248848919;29396596956_10154277154406957;111236060676_10154472042100677;118231518201711_1496677737023742;178913512122277_1568527496494198;170815382956921_1852079311497178;149845148361826_1443107395702255;38916537049_10153933980927050;193485802047_10154997011782048;536723559736207_1431801906895030
143694099006529_1505856792790246;177194474660_10155186732479661;62562538918_10155252186033919;29396596956_10154276407946957;111236060676_10154470487425677;118231518201711_1496496357041880;178913512122277_1568430703170544;170815382956921_1851744951530614;149845148361826_1443504115662583;38916537049_10153933976002050;193485802047_10154997011327048;536723559736207_1434054320003122
